Date,Product,Category,Quantity,Price,Discount
2023-07-04,,Clothing,10.0,367.09,0.12
2023-01-17,Product_82,Electronics,4.0,413.11,0.02
2023-03-27,Product_95,,3.0,77.49,0.04
2023-05-06,Product_38,Clothing,2.0,417.3,0.09
2023-02-13,Product_32,Clothing,17.0,272.45,0.03
2023-01-25,Product_11,Home & Kitchen,13.0,423.11,0.27
2023-05-25,Product_45,Toys,5.0,218.49,0.0
2023-01-13,Product_89,Books,9.0,192.63,0.15
2023-01-25,Product_33,Books,6.0,457.96,0.04
2023-03-09,Product_41,Home & Kitchen,5.0,129.33,0.09
2023-05-18,,Clothing,10.0,422.89,0.28
2023-03-08,Product_11,Home & Kitchen,8.0,244.59,0.05
2023-04-19,Product_86,Home & Kitchen,7.0,259.48,0.29
2023-05-26,Product_51,,7.0,157.69,0.06
2023-04-21,Product_88,Toys,6.0,288.66,0.22
2023-04-21,Product_41,Books,3.0,165.98,0.16
2023-02-03,Product_17,Clothing,19.0,24.44,0.27
2023-04-21,Product_76,Books,15.0,139.64,0.17
2023-01-08,Product_46,Books,4.0,8.16,0.16
